%time,field.header.seq,field.header.stamp,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1609045368545081652,352,1609045368545081652,-0.00452373,-0.00327344,0.000843708,0.000149796,-5.06471e-05,0.000163675,1,0,0,0,0,0,0
1609045368648285711,353,1609045368648285711,-0.00284124,-0.00280557,0.00306114,8.10219e-05,2.44102e-06,4.61073e-05,1,0,0,0,0,0,0
1609045368751024089,354,1609045368751024089,-0.00539276,-0.00581945,0.00262485,0.000142333,1.38071e-05,0.000226356,1,0,0,0,0,0,0
1609045368854365980,355,1609045368854365980,-0.00640596,-0.00571655,0.00158778,8.0097e-05,-4.40818e-05,0.000197426,1,0,0,0,0,0,0
1609045368957562096,356,1609045368957562096,-0.00503606,-0.00584024,0.00302753,0.000125555,1.39679e-05,0.000163173,1,0,0,0,0,0,0
1609045369060560645,357,1609045369060560645,-0.00538684,-0.00481927,0.00393542,0.000124428,-1.50812e-05,0.000147984,1,0,0,0,0,0,0
1609045369130891195,358,1609045369130891195,-0.00601844,-0.00542935,0.00373892,0.000171984,1.37177e-05,0.000159095,1,0,0,0,0,0,0
1609045369232808423,359,1609045369232808423,-0.00658807,-0.00291995,0.000102584,0.00020839,-6.35114e-05,0.000162802,1,0,0,0,0,0,0
1609045369438898967,360,1609045369438898967,-0.00762132,-0.00477446,-0.00191197,0.000147644,-0.000101744,3.48816e-05,1,0,0,0,0,0,0
1609045369438898967,361,1609045369438898967,-0.00914462,-0.00429474,0.000901288,0.000118145,-1.97639e-05,0.000106153,1,0,0,0,0,0,0
1609045369541910640,362,1609045369541910640,-0.00582105,-0.00511651,0.0016635,0.000105786,-1.54404e-05,0.000170235,1,0,0,0,0,0,0
1609045369645150106,363,1609045369645150106,-0.00295067,-0.00422472,0.0011873,8.70802e-05,-4.80958e-05,0.000127229,1,0,0,0,0,0,0
1609045369748201039,364,1609045369748201039,-0.00309082,-0.00406758,0.00197212,5.91757e-05,-3.51212e-05,0.000149089,1,0,0,0,0,0,0
1609045369851355285,365,1609045369851355285,-0.00451259,-0.00564878,0.00257799,7.06909e-05,-1.20668e-05,0.000208072,1,0,0,0,0,0,0
1609045369954454999,366,1609045369954454999,-0.00437912,-0.00728019,0.0015164,0.000108619,1.51124e-05,0.000106643,1,0,0,0,0,0,0
1609045370057595374,367,1609045370057595374,-0.00359154,-0.00698441,0.00300931,7.83438e-05,7.61536e-06,0.000205838,1,0,0,0,0,0,0
1609045370160584494,368,1609045370160584494,-0.00087594,-0.0051685,0.00327228,0.000117372,-5.4328e-06,0.000137987,1,0,0,0,0,0,0
1609045370230849152,369,1609045370230849152,-0.00305488,-0.00500498,0.0021952,9.64913e-05,1.16758e-05,8.34922e-05,1,0,0,0,0,0,0
1609045370333203698,370,1609045370333203698,-0.00276149,-0.00445234,-0.00111748,0.000202169,-3.85335e-05,0.000100207,1,0,0,0,0,0,0
1609045370435946415,371,1609045370435946415,-0.00482812,-0.00436365,-0.00039587,6.96708e-05,-6.52173e-05,9.95946e-05,1,0,0,0,0,0,0
1609045370538863297,372,1609045370538863297,-0.00490467,-0.00540293,-0.000891722,0.000103193,-6.37208e-05,6.32719e-05,1,0,0,0,0,0,0
1609045370642008578,373,1609045370642008578,-0.00272044,-0.00529542,-0.000694891,0.000107516,-4.02802e-05,7.1043e-05,1,0,0,0,0,0,0
1609045370744952522,374,1609045370744952522,-0.00233867,-0.00567683,-0.000349982,0.000134835,1.70937e-05,0.000115634,1,0,0,0,0,0,0
1609045370848251589,375,1609045370848251589,-0.00312306,-0.00594205,0.00231969,4.99721e-05,2.90177e-05,0.000140337,1,0,0,0,0,0,0
1609045370951250560,376,1609045370951250560,-0.00378088,-0.00579441,0.00142555,5.30243e-05,-1.95437e-05,0.000150476,1,0,0,0,0,0,0
1609045371054955745,377,1609045371054955745,-0.00577313,-0.00670084,0.000348839,-1.08675e-06,-5.8028e-05,0.000158538,1,0,0,0,0,0,0
1609045371157604663,378,1609045371157604663,-0.0084501,-0.00834415,0.000309422,5.74358e-05,-3.19546e-06,0.000324872,1,0,0,0,0,0,0
1609045371260588517,379,1609045371260588517,-0.00576074,-0.00525052,0.0022406,8.69523e-05,1.11026e-05,0.000264085,1,0,0,0,0,0,0
1609045371330885593,380,1609045371330885593,-0.00387966,-0.00609024,0.00170834,0.000120245,7.2159e-06,0.000238274,1,0,0,0,0,0,0
1609045371432804354,381,1609045371432804354,-0.00427522,-0.00507748,-0.00132733,0.000115538,-6.06469e-05,0.000154994,1,0,0,0,0,0,0
1609045371535912386,382,1609045371535912386,-0.00537788,-0.00558634,-0.00258179,8.90038e-05,-4.50406e-05,0.00013221,1,0,0,0,0,0,0
1609045371639040208,383,1609045371639040208,-0.00408047,-0.00585446,-0.00173985,5.52021e-05,-4.91241e-05,0.000114066,1,0,0,0,0,0,0
1609045371742160368,384,1609045371742160368,-0.00406035,-0.00531455,-0.00124844,6.30912e-05,-8.58135e-05,0.00011014,1,0,0,0,0,0,0
1609045371844905919,385,1609045371844905919,-0.00191471,-0.00535102,-0.000584656,2.92827e-05,4.30392e-06,0.000100249,1,0,0,0,0,0,0
1609045371948234312,386,1609045371948234312,-0.00377627,-0.00576709,0.000397357,1.15041e-05,-2.8716e-06,0.000196605,1,0,0,0,0,0,0
1609045372051243078,387,1609045372051243078,-0.00621693,-0.00478206,0.000167121,2.97804e-05,-1.85515e-05,0.000255815,1,0,0,0,0,0,0
1609045372154814228,388,1609045372154814228,-0.00733022,-0.00580342,0.000514668,2.8207e-05,-2.29028e-05,0.000191459,1,0,0,0,0,0,0
1609045372257599194,389,1609045372257599194,-0.00734851,-0.00868742,-0.000283852,5.72261e-05,-5.43301e-05,0.000215268,1,0,0,0,0,0,0
1609045372360807574,390,1609045372360807574,-0.00565722,-0.00924876,-0.000151479,2.08004e-05,-4.62492e-05,0.000199815,1,0,0,0,0,0,0
1609045372431073610,391,1609045372431073610,-0.00461483,-0.00942387,-0.000752354,5.30902e-05,-3.54805e-05,0.000218515,1,0,0,0,0,0,0
1609045372532938154,392,1609045372532938154,-0.00319952,-0.00830022,-0.00266606,0.000102887,-4.12652e-05,9.39693e-05,1,0,0,0,0,0,0
1609045372635845623,393,1609045372635845623,-0.00584952,-0.00613199,-0.00348931,8.49109e-05,-3.11022e-06,7.05743e-05,1,0,0,0,0,0,0
1609045372738979615,394,1609045372738979615,-0.00713631,-0.0059391,-0.00216906,1.07217e-05,-5.06066e-05,0.000147267,1,0,0,0,0,0,0
1609045372842013188,395,1609045372842013188,-0.00677372,-0.00745544,-0.0035223,6.8223e-05,-4.15779e-05,0.000216641,1,0,0,0,0,0,0
1609045372945111975,396,1609045372945111975,-0.00507582,-0.00733671,-0.00276988,3.08592e-06,-8.80607e-05,7.05291e-05,1,0,0,0,0,0,0
1609045373048193916,397,1609045373048193916,-0.00175075,-0.0072284,-0.00107847,-2.18604e-05,-4.65465e-05,0.000156731,1,0,0,0,0,0,0
1609045373151260063,398,1609045373151260063,-0.00254805,-0.00755853,-0.00192536,-1.46611e-05,-6.38057e-05,0.000136794,1,0,0,0,0,0,0
1609045373254409419,399,1609045373254409419,-0.00431513,-0.00656737,-0.00151278,-2.1527e-05,1.31736e-06,0.000231265,1,0,0,0,0,0,0
1609045373357430475,400,1609045373357430475,-0.00452482,-0.00699285,0.000843661,2.83676e-06,5.49053e-06,0.000227499,1,0,0,0,0,0,0
1609045373460498893,401,1609045373460498893,-0.00353314,-0.00935086,0.000716133,6.90968e-05,2.40405e-05,0.000211411,1,0,0,0,0,0,0
1609045373530825231,402,1609045373530825231,-0.00384437,-0.00963091,-0.000339577,5.80204e-05,-1.84396e-05,0.000223078,1,0,0,0,0,0,0
1609045373632563937,403,1609045373632563937,-0.00491955,-0.00737432,-0.0035693,0.000110825,-5.60859e-05,3.5222e-05,1,0,0,0,0,0,0
1609045373736071725,404,1609045373736071725,-0.00482343,-0.00726897,-0.00368112,2.84687e-05,-7.23925e-05,0.000104234,1,0,0,0,0,0,0
1609045373838775983,405,1609045373838775983,-0.00283832,-0.00827947,-0.0030153,-5.05052e-06,-4.07209e-05,8.65546e-05,1,0,0,0,0,0,0
1609045373942149158,406,1609045373942149158,-0.0034405,-0.00841929,-0.00271406,5.07025e-05,-8.57651e-05,0.000111085,1,0,0,0,0,0,0
1609045374045190688,407,1609045374045190688,-0.00528253,-0.00717919,-0.00281565,7.94668e-05,-5.78161e-05,0.00017801,1,0,0,0,0,0,0
1609045374148506882,408,1609045374148506882,-0.0068004,-0.00657674,-0.00012195,1.24595e-05,-1.24867e-05,0.000183394,1,0,0,0,0,0,0
1609045374251546982,409,1609045374251546982,-0.00731395,-0.00688926,-0.000215483,3.19254e-05,-4.76025e-05,0.000234979,1,0,0,0,0,0,0
1609045374354596751,410,1609045374354596751,-0.00503893,-0.00583814,0.000471638,2.46297e-05,1.73415e-06,0.000201322,1,0,0,0,0,0,0
1609045374457621354,411,1609045374457621354,-0.00484909,-0.00623337,0.000408674,-5.33609e-06,-6.38497e-05,0.000215285,1,0,0,0,0,0,0
1609045374560672365,412,1609045374560672365,-0.00147618,-0.00510325,0.00129892,3.22512e-05,-4.93753e-06,0.000222088,1,0,0,0,0,0,0
1609045374630982343,413,1609045374630982343,-0.0020325,-0.00768196,0.00100874,9.85649e-05,4.27574e-05,0.000215567,1,0,0,0,0,0,0
1609045374732777584,414,1609045374732777584,-0.00419379,-0.00567324,-0.00345104,0.000154869,-9.63895e-05,2.6312e-05,1,0,0,0,0,0,0
1609045374835876294,415,1609045374835876294,-0.00608258,-0.00724963,-0.0027469,7.25145e-05,-1.47778e-05,0.000111392,1,0,0,0,0,0,0
1609045374938973586,416,1609045374938973586,-0.00712686,-0.00735195,-0.00118213,5.34837e-05,-3.78733e-05,0.000133716,1,0,0,0,0,0,0
1609045375042018598,417,1609045375042018598,-0.00566077,-0.00856483,-0.00195461,5.02707e-05,-7.95804e-05,0.000249603,1,0,0,0,0,0,0
1609045375145104523,418,1609045375145104523,-0.00764876,-0.00724532,-0.00115431,5.26743e-05,-3.85551e-05,8.06983e-05,1,0,0,0,0,0,0
1609045375248273098,419,1609045375248273098,-0.00428587,-0.00569752,0.00217366,-2.3785e-05,2.39291e-06,0.000183773,1,0,0,0,0,0,0
1609045375351145881,420,1609045375351145881,-0.00223617,-0.00564453,0.00288171,4.40887e-05,4.20117e-05,0.000176415,1,0,0,0,0,0,0
1609045375454366173,421,1609045375454366173,-0.00510706,-0.00735926,0.000800294,6.53782e-05,-6.30906e-06,0.000178435,1,0,0,0,0,0,0
1609045375557381087,422,1609045375557381087,-0.00533287,-0.00649571,0.00056546,4.29342e-05,7.29422e-06,0.000246397,1,0,0,0,0,0,0
1609045375660591853,423,1609045375660591853,-0.00720529,-0.00736161,0.00179156,2.8892e-05,-5.01404e-05,0.000269822,1,0,0,0,0,0,0
1609045375730479815,424,1609045375730479815,-0.00698348,-0.0085285,0.00137392,8.03434e-05,1.27362e-05,0.000217985,1,0,0,0,0,0,0
1609045375832367416,425,1609045375832367416,-0.00822905,-0.00684507,-0.00325964,0.000158579,-0.000129223,0.000143019,1,0,0,0,0,0,0
1609045375935706685,426,1609045375935706685,-0.00697948,-0.00606094,-0.00481608,0.000185154,-4.66578e-05,0.000133241,1,0,0,0,0,0,0
1609045376038850677,427,1609045376038850677,-0.00685866,-0.00645623,-0.00182143,5.43342e-05,-7.7362e-05,0.000129243,1,0,0,0,0,0,0
1609045376142024055,428,1609045376142024055,-0.00609009,-0.00525126,-0.00030812,9.72475e-05,-3.90048e-05,0.000198023,1,0,0,0,0,0,0
1609045376245121034,429,1609045376245121034,-0.00654125,-0.00564169,-0.00142499,6.60614e-05,-7.36219e-05,0.000120508,1,0,0,0,0,0,0
1609045376348201880,430,1609045376348201880,-0.00504568,-0.0057103,0.000596016,2.84221e-05,-2.47584e-05,0.000177533,1,0,0,0,0,0,0
1609045376452311710,431,1609045376452311710,-0.00641077,-0.00685593,0.00299373,3.58695e-05,1.05184e-05,0.00019773,1,0,0,0,0,0,0
1609045376554926339,432,1609045376554926339,-0.00718686,-0.00550535,0.00109035,8.90569e-05,-6.22893e-06,0.000161913,1,0,0,0,0,0,0
1609045376657546208,433,1609045376657546208,-0.00551763,-0.00639595,0.000447636,5.80796e-05,-1.0359e-06,0.000187085,1,0,0,0,0,0,0
1609045376760464146,434,1609045376760464146,-0.00500731,-0.00630999,0.00189387,0.000116964,1.70093e-05,0.000213166,1,0,0,0,0,0,0
1609045376830573913,435,1609045376830573913,-0.00580489,-0.00611118,0.00216639,7.16343e-05,-4.09987e-05,0.000194053,1,0,0,0,0,0,0
1609045376932506506,436,1609045376932506506,-0.00674655,-0.00510654,-0.0012102,0.000194744,-6.93874e-05,0.000106084,1,0,0,0,0,0,0
1609045377035521968,437,1609045377035521968,-0.00931897,-0.00338539,-0.0016979,0.000121427,-4.3772e-05,9.3278e-05,1,0,0,0,0,0,0
1609045377138520030,438,1609045377138520030,-0.00669644,-0.00463647,-0.000915684,8.63951e-05,-7.24161e-05,0.000163264,1,0,0,0,0,0,0
1609045377241616026,439,1609045377241616026,-0.00633618,-0.00470933,-0.000521578,8.9569e-05,-8.80299e-05,7.73418e-05,1,0,0,0,0,0,0
1609045377344847224,440,1609045377344847224,-0.00609642,-0.00477264,0.000265883,0.000171484,8.87383e-06,0.000140995,1,0,0,0,0,0,0
1609045377447922137,441,1609045377447922137,-0.00971004,-0.00637329,0.00163716,9.77826e-05,1.6149e-05,0.000225325,1,0,0,0,0,0,0
1609045377550966337,442,1609045377550966337,-0.00662088,-0.00643044,0.00285931,0.000107937,2.35694e-05,4.12346e-05,1,0,0,0,0,0,0
1609045377654294695,443,1609045377654294695,-0.0076258,-0.00505519,0.00218136,8.84816e-05,-1.38413e-05,0.000186155,1,0,0,0,0,0,0
1609045377757139996,444,1609045377757139996,-0.00741728,-0.00582203,0.00478607,0.000102038,4.59821e-05,0.000295874,1,0,0,0,0,0,0
1609045377860249692,445,1609045377860249692,-0.0095154,-0.0079699,0.00420894,0.000146226,2.2117e-05,0.000363263,1,0,0,0,0,0,0
1609045377930523951,446,1609045377930523951,-0.0113118,-0.00656424,0.00352625,0.00012812,8.76508e-07,0.000320371,1,0,0,0,0,0,0
1609045378032251675,447,1609045378032251675,-0.0104061,-0.00527516,-0.000506175,0.000210316,-3.79669e-05,8.39244e-05,1,0,0,0,0,0,0
1609045378135226620,448,1609045378135226620,-0.00806323,-0.00281231,-0.000474686,0.000145383,3.06452e-05,0.0001177,1,0,0,0,0,0,0
1609045378238464914,449,1609045378238464914,-0.00784451,-0.00535207,0.00135542,0.000157558,-5.9941e-06,0.000130374,1,0,0,0,0,0,0
1609045378341476889,450,1609045378341476889,-0.00478458,-0.00444045,0.000684712,0.000159362,-3.67113e-05,7.76551e-05,1,0,0,0,0,0,0
1609045378444743399,451,1609045378444743399,-0.00395438,-0.00455806,0.000923488,0.000144136,-1.97476e-05,0.000114277,1,0,0,0,0,0,0
1609045378547915026,452,1609045378547915026,-0.00269629,-0.00491641,0.00370443,7.5094e-05,3.65268e-05,0.000199397,1,0,0,0,0,0,0
1609045378650939970,453,1609045378650939970,-0.00574346,-0.00534878,0.00399873,0.000156512,5.41779e-05,0.000231899,1,0,0,0,0,0,0
1609045378754015278,454,1609045378754015278,-0.00385453,-0.002848,0.00364522,0.000135447,3.8213e-05,0.000159863,1,0,0,0,0,0,0
1609045378856689252,455,1609045378856689252,-0.00421801,-0.00477403,0.00318407,7.56897e-05,1.49373e-05,0.000270646,1,0,0,0,0,0,0
1609045378960341899,456,1609045378960341899,-0.00672964,-0.00630754,0.00519735,9.2686e-05,3.37025e-05,0.000153544,1,0,0,0,0,0,0
1609045379030528284,457,1609045379030528284,-0.0057739,-0.00403396,0.00519713,0.000123655,4.31293e-05,0.000124983,1,0,0,0,0,0,0
1609045379132334385,458,1609045379132334385,-0.00642582,-0.00326655,-0.000850928,0.000254052,-1.5317e-05,1.22944e-05,1,0,0,0,0,0,0
1609045379235325031,459,1609045379235325031,-0.00897296,-0.00445726,-0.00240253,0.00015184,-0.000104505,9.88073e-05,1,0,0,0,0,0,0
1609045379338445615,460,1609045379338445615,-0.00740916,-0.00103693,-0.000402939,0.000122423,-4.99127e-05,2.52247e-05,1,0,0,0,0,0,0
1609045379441691199,461,1609045379441691199,-0.00475823,-0.0030286,-0.000142259,0.000149068,-2.23368e-05,9.53384e-05,1,0,0,0,0,0,0
1609045379544513864,462,1609045379544513864,-0.00749417,-0.00323824,-0.000446286,0.000129421,-4.95801e-05,0.000132483,1,0,0,0,0,0,0
1609045379647646603,463,1609045379647646603,-0.00827872,-0.00489006,0.00307069,5.50661e-05,1.53395e-05,0.000141636,1,0,0,0,0,0,0
1609045379750688030,464,1609045379750688030,-0.00845777,-0.00569867,0.00486011,9.23922e-05,6.75907e-05,0.000256591,1,0,0,0,0,0,0
1609045379854696534,465,1609045379854696534,-0.00837723,-0.00680029,0.00310749,9.95035e-05,3.6931e-05,0.000238769,1,0,0,0,0,0,0
1609045379956928658,466,1609045379956928658,-0.00733542,-0.00693714,0.00369872,4.50641e-05,4.06637e-05,0.000248741,1,0,0,0,0,0,0
1609045380059890193,467,1609045380059890193,-0.00667364,-0.00567112,0.00316389,6.57732e-05,1.33049e-05,0.000278273,1,0,0,0,0,0,0
1609045380130123388,468,1609045380130123388,-0.00783361,-0.00463336,0.00344256,4.3089e-05,4.0758e-05,0.000231455,1,0,0,0,0,0,0
1609045380232078230,469,1609045380232078230,-0.00942276,-0.00403561,-0.00169356,0.000236728,4.03911e-05,-3.67089e-05,1,0,0,0,0,0,0
1609045380335025872,470,1609045380335025872,-0.0106387,-0.00416591,-0.00247274,0.000104484,-9.03685e-05,7.35562e-05,1,0,0,0,0,0,0
1609045380438184242,471,1609045380438184242,-0.007874,-0.00489307,-0.000199883,4.15731e-05,-5.7169e-05,0.000115442,1,0,0,0,0,0,0
1609045380541329642,472,1609045380541329642,-0.00532358,-0.0052844,-0.000994604,0.000157186,-3.66233e-05,0.000135638,1,0,0,0,0,0,0
1609045380644600125,473,1609045380644600125,-0.00591779,-0.00471254,-0.000546842,0.000125878,2.85906e-05,0.000125267,1,0,0,0,0,0,0
1609045380747830140,474,1609045380747830140,-0.0079926,-0.0042774,0.00203648,2.83286e-05,4.79812e-05,0.000211235,1,0,0,0,0,0,0
1609045380850655167,475,1609045380850655167,-0.00894107,-0.00689433,0.00258104,5.4885e-05,-1.95579e-06,0.000216081,1,0,0,0,0,0,0
1609045380953762148,476,1609045380953762148,-0.00917938,-0.00550579,0.00218442,3.9281e-05,1.84395e-05,0.000240302,1,0,0,0,0,0,0
1609045381056801207,477,1609045381056801207,-0.00864603,-0.00563887,0.00186872,5.81075e-05,5.07243e-05,0.00023288,1,0,0,0,0,0,0
1609045381159886671,478,1609045381159886671,-0.0101487,-0.00676585,0.00355579,2.8023e-05,4.80038e-05,0.00033485,1,0,0,0,0,0,0
1609045381230239670,479,1609045381230239670,-0.00952246,-0.00666859,0.00361157,9.31428e-05,8.29869e-05,0.000256737,1,0,0,0,0,0,0
1609045381332074259,480,1609045381332074259,-0.00959613,-0.00399172,-0.00163145,0.000139478,5.48522e-06,0.000128716,1,0,0,0,0,0,0
1609045381435018385,481,1609045381435018385,-0.00948077,-0.00330234,-0.0047276,0.000119278,-0.000115295,0.000111663,1,0,0,0,0,0,0
1609045381537876784,482,1609045381537876784,-0.00766602,-0.00444946,-0.00201698,2.92584e-05,-8.24722e-05,0.000174195,1,0,0,0,0,0,0
1609045381641252601,483,1609045381641252601,-0.00741602,-0.00533344,-0.000851457,6.43884e-05,-4.73915e-05,0.000183703,1,0,0,0,0,0,0
1609045381744182795,484,1609045381744182795,-0.00918436,-0.00632132,-0.00112616,9.29719e-05,-1.3178e-05,0.000235704,1,0,0,0,0,0,0
1609045381847006785,485,1609045381847006785,-0.00997019,-0.0052441,0.00231028,-1.15156e-05,3.26205e-05,0.000287404,1,0,0,0,0,0,0
1609045381950665134,486,1609045381950665134,-0.0102875,-0.00504513,0.00165575,5.08728e-05,3.07578e-05,0.00030302,1,0,0,0,0,0,0
1609045382053807735,487,1609045382053807735,-0.00775193,-0.00588839,0.000133914,3.58815e-05,-2.1391e-05,0.000263826,1,0,0,0,0,0,0
1609045382157001864,488,1609045382157001864,-0.00864471,-0.00614275,0.00265677,-1.1339e-05,3.89654e-05,0.000365505,1,0,0,0,0,0,0
1609045382260060326,489,1609045382260060326,-0.00809899,-0.00731789,0.00346508,-2.04616e-06,2.24945e-05,0.000325712,1,0,0,0,0,0,0
1609045382330304479,490,1609045382330304479,-0.00924718,-0.00667378,0.00397016,3.74695e-05,8.15682e-05,0.000280405,1,0,0,0,0,0,0
1609045382431927913,491,1609045382431927913,-0.00923546,-0.00485674,-0.00276591,0.000114543,-0.000144123,0.000129025,1,0,0,0,0,0,0
1609045382534994445,492,1609045382534994445,-0.00728044,-0.00294619,-0.00424882,0.000120431,-1.08968e-05,0.000128233,1,0,0,0,0,0,0
1609045382638133902,493,1609045382638133902,-0.0100245,-0.00423173,-0.000799669,-3.24045e-05,-4.54667e-05,0.000223664,1,0,0,0,0,0,0
1609045382741261212,494,1609045382741261212,-0.00867322,-0.00348178,-0.00123436,9.61382e-05,1.19831e-05,0.00019334,1,0,0,0,0,0,0
1609045382844450689,495,1609045382844450689,-0.00801298,-0.00426721,-0.00145008,6.86846e-05,-3.13434e-05,0.000192991,1,0,0,0,0,0,0
1609045382947643515,496,1609045382947643515,-0.00713587,-0.00496993,0.00247704,-3.57053e-05,2.00436e-05,0.000211511,1,0,0,0,0,0,0
1609045383050595365,497,1609045383050595365,-0.00959323,-0.00361499,0.00316352,-9.7215e-06,5.14859e-05,0.000211189,1,0,0,0,0,0,0
1609045383153841736,498,1609045383153841736,-0.0111864,-0.00461877,0.00238818,-6.87644e-07,3.14245e-05,0.000314251,1,0,0,0,0,0,0
1609045383256855127,499,1609045383256855127,-0.00969096,-0.00472084,0.000626698,5.08287e-05,3.5967e-05,0.000144245,1,0,0,0,0,0,0
1609045383360218642,500,1609045383360218642,-0.0104983,-0.00615228,0.00307256,-5.99238e-05,7.3698e-05,0.000405346,1,0,0,0,0,0,0
1609045383430220906,501,1609045383430220906,-0.00962368,-0.00733575,0.004325,1.62208e-05,5.66117e-05,0.000257656,1,0,0,0,0,0,0
1609045383532048961,502,1609045383532048961,-0.00905282,-0.00385813,-0.00332468,0.000181142,-2.16827e-05,0.000258721,1,0,0,0,0,0,0
1609045383635041146,503,1609045383635041146,-0.0104915,-0.00410761,-0.00509061,5.09831e-05,-5.84088e-05,-5.61162e-05,1,0,0,0,0,0,0
1609045383738146576,504,1609045383738146576,-0.00794911,-0.0041854,-0.00278351,-6.90967e-06,-3.76919e-05,5.65464e-05,1,0,0,0,0,0,0
1609045383841290278,505,1609045383841290278,-0.00592212,-0.00447742,-0.0022005,2.90203e-05,-2.47147e-05,0.000327001,1,0,0,0,0,0,0
1609045383944595619,506,1609045383944595619,-0.00940241,-0.00452786,-0.00167235,5.4431e-05,5.55103e-07,3.74468e-05,1,0,0,0,0,0,0
1609045384047601285,507,1609045384047601285,-0.00814082,-0.00522948,0.00121278,1.27578e-06,4.34845e-05,0.000204048,1,0,0,0,0,0,0
1609045384150570950,508,1609045384150570950,-0.0057374,-0.00321979,0.00258935,-2.40408e-05,3.90884e-05,0.000231444,1,0,0,0,0,0,0
1609045384253658908,509,1609045384253658908,-0.00750211,-0.00474753,0.00162642,5.79349e-05,3.75995e-05,0.000213475,1,0,0,0,0,0,0
1609045384356744178,510,1609045384356744178,-0.00916162,-0.005322,0.000164431,1.07933e-05,1.39166e-05,0.000199651,1,0,0,0,0,0,0
1609045384459473607,511,1609045384459473607,-0.0107869,-0.00467329,0.00399024,-3.14254e-05,9.50822e-05,0.000212105,1,0,0,0,0,0,0
1609045384529930906,512,1609045384529930906,-0.0106435,-0.00732347,0.00877665,0.000102074,0.000135105,0.000316831,1,0,0,0,0,0,0
1609045384631959320,513,1609045384631959320,-0.0103418,-0.00460605,-0.00366097,0.000301053,1.3147e-05,0.000181438,1,0,0,0,0,0,0
1609045384735129871,514,1609045384735129871,-0.0107789,-0.00400923,-0.00632829,0.000184883,-5.48571e-05,0.000263794,1,0,0,0,0,0,0
1609045384838390073,515,1609045384838390073,-0.0119365,-0.00580708,0.00278075,-8.72675e-05,-0.000111805,0.000348901,1,0,0,0,0,0,0
1609045384941469150,516,1609045384941469150,-0.0119545,-0.00473833,0.00428785,-5.31116e-05,6.0854e-05,0.000219936,1,0,0,0,0,0,0
1609045385044495494,517,1609045385044495494,-0.011414,-0.00460573,-0.00432759,0.000289698,-0.000154843,0.000262678,1,0,0,0,0,0,0
1609045385147574471,518,1609045385147574471,-0.00808367,-0.00500615,-0.00172261,-0.000100792,4.73271e-06,0.000117889,1,0,0,0,0,0,0
1609045385250638950,519,1609045385250638950,-0.0107661,-0.00491841,0.00477905,-0.000168,0.000159205,0.000201288,1,0,0,0,0,0,0
1609045385353590599,520,1609045385353590599,-0.00464833,-0.00631146,0.0345963,0.000253643,0.000920928,0.000317624,0.999999,0,0,0,0,0,0
1609045385456616444,521,1609045385456616444,-0.0026872,-0.00659585,0.0184329,0.000366917,0.000233028,0.000114081,1,0,0,0,0,0,0
1609045385559649217,522,1609045385559649217,-0.0182685,-0.0129138,0.00474244,-7.27321e-05,-5.54611e-05,0.000101891,1,0,0,0,0,0,0
1609045385629913266,523,1609045385629913266,-0.0159445,-0.00902677,-0.0281121,1.58831e-05,-0.000254387,0.000719059,1,0,0,0,0,0,0
1609045385731575032,524,1609045385731575032,0.00508232,-0.00575403,-0.0158772,-0.000131909,-0.000470178,0.00125193,0.999999,0,0,0,0,0,0
1609045385834527149,525,1609045385834527149,0.00884763,-0.00514007,-0.00782817,-0.000162236,0.000170762,0.000742566,1,0,0,0,0,0,0
1609045385937687686,526,1609045385937687686,0.00604767,-0.000787431,0.0120818,-0.000171718,0.000606871,0.000191894,1,0,0,0,0,0,0
1609045386041636495,527,1609045386041636495,0.00312264,-0.00458166,0.00341977,8.7042e-05,0.00018214,-0.000198502,1,0,0,0,0,0,0
1609045386144635719,528,1609045386144635719,0.0102797,-0.00598,0.0149258,-0.000354558,0.000523852,0.00014984,1,0,0,0,0,0,0
1609045386247917391,529,1609045386247917391,0.0162371,-0.00669681,0.00641578,-0.000142696,6.1663e-05,0.000551735,1,0,0,0,0,0,0
1609045386350872237,530,1609045386350872237,0.0286439,-0.00339163,0.0224936,-0.000325398,0.000397428,0.000866454,0.999999,0,0,0,0,0,0
1609045386454520907,531,1609045386454520907,0.0220914,0.00930211,0.0380356,0.000595976,0.00062236,0.000202525,1,0,0,0,0,0,0
1609045386557390912,532,1609045386557390912,-0.000850013,0.0181217,-0.0133114,0.00136384,-0.000518711,0.000186225,0.999999,0,0,0,0,0,0
1609045386660420992,533,1609045386660420992,-0.0187777,0.0411144,-0.0597266,0.00175429,-0.000645448,0.000310126,0.999998,0,0,0,0,0,0
1609045386730526521,534,1609045386730526521,-0.0206492,0.0380295,-0.139796,0.016375,-0.00434481,4.57514e-05,0.999856,0,0,0,0,0,0
1609045386832297551,535,1609045386832297551,-0.00950273,0.0400225,-0.176835,0.01827,-0.00350292,0.000497268,0.999827,0,0,0,0,0,0
1609045386934424497,536,1609045386934424497,-0.0182463,0.072874,-0.225913,0.0166555,-0.00368619,0.000493359,0.999854,0,0,0,0,0,0
